customer_id,customer_name,region,segment
165,Customer_165,South,Consumer
166,Customer_166,North,Consumer
167,Customer_167,West,Enterprise
168,Customer_168,East,Consumer
169,Customer_169,East,Enterprise
170,Customer_170,South,Enterprise
171,Customer_171,West,SMB
172,Customer_172,North,Consumer
173,Customer_173,East,Enterprise
174,Customer_174,West,Enterprise
175,Customer_175,West,Consumer
176,Customer_176,South,SMB
177,Customer_177,East,SMB
178,Customer_178,East,Enterprise
179,Customer_179,North,Consumer
180,Customer_180,East,SMB
181,Customer_181,North,Consumer
182,Customer_182,East,Consumer
183,Customer_183,South,Enterprise
184,Customer_184,East,SMB
185,Customer_185,North,Enterprise
186,Customer_186,North,SMB
187,Customer_187,South,SMB
188,Customer_188,East,SMB
189,Customer_189,East,SMB
190,Customer_190,South,SMB
191,Customer_191,East,Consumer
192,Customer_192,East,Enterprise
193,Customer_193,North,Consumer
194,Customer_194,East,SMB
195,Customer_195,East,Enterprise
196,Customer_196,South,SMB
197,Customer_197,South,Enterprise
198,Customer_198,West,Consumer
199,Customer_199,North,Enterprise
200,Customer_200,East,Enterprise
201,Customer_201,East,Enterprise
202,Customer_202,West,Enterprise
203,Customer_203,East,Enterprise
204,Customer_204,North,SMB
205,Customer_205,West,Enterprise
206,Customer_206,North,Enterprise
207,Customer_207,West,Consumer
208,Customer_208,West,Enterprise
209,Customer_209,South,Consumer
210,Customer_210,North,SMB
211,Customer_211,East,Enterprise
212,Customer_212,East,Consumer
213,Customer_213,North,Consumer
214,Customer_214,East,SMB
215,Customer_215,East,Enterprise
216,Customer_216,North,Enterprise
217,Customer_217,West,Consumer
218,Customer_218,North,Enterprise
219,Customer_219,West,Consumer
220,Customer_220,East,Enterprise
221,Customer_221,East,Consumer
222,Customer_222,East,Enterprise
223,Customer_223,South,SMB
224,Customer_224,West,Enterprise
225,Customer_225,South,Enterprise
226,Customer_226,South,SMB
227,Customer_227,North,Enterprise
228,Customer_228,South,SMB
229,Customer_229,North,Enterprise
230,Customer_230,North,Consumer
231,Customer_231,South,Consumer
232,Customer_232,West,Enterprise
233,Customer_233,West,Enterprise
234,Customer_234,West,Enterprise
235,Customer_235,West,Consumer
236,Customer_236,West,Enterprise
237,Customer_237,South,Consumer
238,Customer_238,South,SMB
239,Customer_239,East,Consumer
240,Customer_240,West,Consumer
241,Customer_241,South,SMB
242,Customer_242,East,Consumer
243,Customer_243,West,Enterprise
244,Customer_244,North,Enterprise
245,Customer_245,East,Consumer
246,Customer_246,South,Enterprise
247,Customer_247,North,Consumer
248,Customer_248,North,Enterprise
249,Customer_249,North,Enterprise
250,Customer_250,East,Consumer
251,Customer_251,South,Enterprise
252,Customer_252,North,Consumer
253,Customer_253,West,Enterprise
254,Customer_254,North,Enterprise
255,Customer_255,North,SMB
256,Customer_256,East,SMB
257,Customer_257,East,Consumer
258,Customer_258,South,SMB
259,Customer_259,West,Consumer
260,Customer_260,East,SMB
261,Customer_261,North,Enterprise
262,Customer_262,South,Consumer
263,Customer_263,North,Consumer
264,Customer_264,North,Enterprise
265,Customer_265,East,Consumer
266,Customer_266,South,Consumer
267,Customer_267,West,SMB
268,Customer_268,West,Consumer
269,Customer_269,East,Enterprise
270,Customer_270,East,SMB
271,Customer_271,South,SMB
272,Customer_272,West,Enterprise
273,Customer_273,West,Enterprise
274,Customer_274,West,SMB
275,Customer_275,North,Consumer
276,Customer_276,West,SMB
277,Customer_277,North,Enterprise
278,Customer_278,South,SMB
279,Customer_279,North,Enterprise
280,Customer_280,South,SMB
281,Customer_281,West,Consumer
282,Customer_282,West,SMB
283,Customer_283,South,SMB
284,Customer_284,East,Enterprise
285,Customer_285,South,Enterprise
286,Customer_286,East,Enterprise
287,Customer_287,North,SMB
288,Customer_288,North,Consumer
289,Customer_289,North,Enterprise
290,Customer_290,West,Enterprise
291,Customer_291,North,SMB
292,Customer_292,East,Enterprise
293,Customer_293,North,Consumer
294,Customer_294,South,Consumer
295,Customer_295,South,Enterprise
296,Customer_296,West,Enterprise
297,Customer_297,South,SMB
298,Customer_298,East,Consumer
299,Customer_299,North,Consumer
300,Customer_300,West,Enterprise
301,Customer_301,North,SMB
302,Customer_302,North,Consumer
303,Customer_303,East,Consumer
304,Customer_304,South,SMB
305,Customer_305,South,SMB
306,Customer_306,North,Consumer
307,Customer_307,West,Consumer
308,Customer_308,South,SMB
309,Customer_309,West,Consumer
310,Customer_310,South,Enterprise
311,Customer_311,West,Enterprise
312,Customer_312,East,SMB
313,Customer_313,West,SMB
314,Customer_314,East,SMB
315,Customer_315,East,Enterprise
316,Customer_316,West,Consumer
317,Customer_317,East,Enterprise
318,Customer_318,North,Consumer
319,Customer_319,East,Enterprise
320,Customer_320,South,Consumer
321,Customer_321,West,Enterprise
322,Customer_322,North,SMB
323,Customer_323,West,Enterprise
324,Customer_324,South,Consumer
325,Customer_325,South,Enterprise
326,Customer_326,South,Enterprise
327,Customer_327,East,Enterprise
328,Customer_328,East,SMB
329,Customer_329,West,Enterprise
330,Customer_330,West,SMB
331,Customer_331,North,SMB
332,Customer_332,North,Enterprise
333,Customer_333,West,Enterprise
334,Customer_334,East,Enterprise
335,Customer_335,South,Consumer
336,Customer_336,West,Enterprise
337,Customer_337,North,SMB
338,Customer_338,East,Enterprise
339,Customer_339,West,Consumer
340,Customer_340,West,Enterprise
341,Customer_341,East,Consumer
342,Customer_342,West,Consumer
343,Customer_343,East,Enterprise
344,Customer_344,South,SMB
345,Customer_345,East,Consumer
346,Customer_346,East,Enterprise
347,Customer_347,East,Enterprise
348,Customer_348,West,SMB
349,Customer_349,West,Consumer
350,Customer_350,East,Consumer
351,Customer_351,West,Enterprise
352,Customer_352,North,Enterprise
353,Customer_353,North,SMB
354,Customer_354,West,SMB
355,Customer_355,West,Consumer
356,Customer_356,East,Consumer
357,Customer_357,South,Enterprise
358,Customer_358,West,Consumer
359,Customer_359,North,SMB
360,Customer_360,East,SMB
361,Customer_361,West,Enterprise
362,Customer_362,North,SMB
363,Customer_363,North,SMB
364,Customer_364,South,SMB
365,Customer_365,East,SMB
366,Customer_366,East,Enterprise
367,Customer_367,South,Enterprise
368,Customer_368,South,Consumer
369,Customer_369,East,SMB
370,Customer_370,East,Consumer
371,Customer_371,West,Enterprise
372,Customer_372,West,Enterprise
373,Customer_373,South,Enterprise
374,Customer_374,West,Enterprise
375,Customer_375,North,Enterprise
376,Customer_376,West,Enterprise
377,Customer_377,West,Enterprise
378,Customer_378,North,SMB
379,Customer_379,South,Consumer
380,Customer_380,North,Enterprise
381,Customer_381,West,SMB
382,Customer_382,South,SMB
383,Customer_383,West,Consumer
384,Customer_384,North,Enterprise
385,Customer_385,North,Consumer
386,Customer_386,West,Enterprise
387,Customer_387,East,SMB
388,Customer_388,East,SMB
389,Customer_389,North,SMB
390,Customer_390,North,SMB
391,Customer_391,East,Consumer
392,Customer_392,East,Enterprise
393,Customer_393,West,Enterprise
394,Customer_394,West,Consumer
395,Customer_395,East,Enterprise
396,Customer_396,West,SMB
397,Customer_397,West,Enterprise
398,Customer_398,South,SMB
399,Customer_399,West,Consumer
400,Customer_400,North,Enterprise
401,Customer_401,West,Consumer
402,Customer_402,West,Enterprise
403,Customer_403,East,SMB
404,Customer_404,North,Consumer
405,Customer_405,West,Enterprise
406,Customer_406,West,SMB
407,Customer_407,South,Consumer
408,Customer_408,West,Consumer
409,Customer_409,West,Enterprise
410,Customer_410,South,Enterprise
411,Customer_411,East,Enterprise
412,Customer_412,West,SMB
413,Customer_413,South,Enterprise
414,Customer_414,North,Consumer
415,Customer_415,East,Consumer
416,Customer_416,North,Enterprise
417,Customer_417,North,Enterprise
418,Customer_418,South,Consumer
419,Customer_419,West,SMB
420,Customer_420,South,Enterprise
421,Customer_421,South,Enterprise
422,Customer_422,South,Consumer
423,Customer_423,South,Enterprise
424,Customer_424,East,SMB
425,Customer_425,West,Consumer
426,Customer_426,North,Enterprise
427,Customer_427,North,Consumer
428,Customer_428,West,Enterprise
429,Customer_429,North,Enterprise
430,Customer_430,West,Enterprise
431,Customer_431,North,SMB
432,Customer_432,South,SMB
433,Customer_433,North,Consumer
434,Customer_434,West,Enterprise
435,Customer_435,West,Enterprise
436,Customer_436,West,SMB
437,Customer_437,West,Enterprise
438,Customer_438,West,SMB
439,Customer_439,East,Enterprise
440,Customer_440,East,Consumer
441,Customer_441,North,Enterprise
442,Customer_442,West,Enterprise
443,Customer_443,North,SMB
444,Customer_444,West,Enterprise
445,Customer_445,West,Enterprise
446,Customer_446,East,SMB
447,Customer_447,East,Consumer
448,Customer_448,South,Consumer
449,Customer_449,East,SMB
450,Customer_450,South,SMB
451,Customer_451,South,SMB
452,Customer_452,South,SMB
453,Customer_453,South,SMB
454,Customer_454,South,Consumer
455,Customer_455,North,Consumer
456,Customer_456,East,SMB
457,Customer_457,South,Enterprise
458,Customer_458,West,SMB
459,Customer_459,East,Enterprise
460,Customer_460,East,SMB
461,Customer_461,South,SMB
462,Customer_462,North,Consumer
463,Customer_463,South,Enterprise
464,Customer_464,North,Enterprise
465,Customer_465,West,Consumer
466,Customer_466,East,Consumer
467,Customer_467,West,Consumer
468,Customer_468,North,Consumer
469,Customer_469,North,Enterprise
470,Customer_470,West,Enterprise
471,Customer_471,North,SMB
472,Customer_472,West,SMB
473,Customer_473,East,Consumer
474,Customer_474,West,Consumer
475,Customer_475,East,Consumer
476,Customer_476,West,SMB
477,Customer_477,North,SMB
478,Customer_478,West,SMB
479,Customer_479,North,SMB
480,Customer_480,West,SMB
481,Customer_481,West,SMB
482,Customer_482,South,SMB
483,Customer_483,North,Consumer
484,Customer_484,South,Consumer
485,Customer_485,North,Consumer
486,Customer_486,South,Consumer
487,Customer_487,East,SMB
488,Customer_488,West,Enterprise
489,Customer_489,North,SMB
490,Customer_490,North,Enterprise
491,Customer_491,West,Consumer
492,Customer_492,North,SMB
493,Customer_493,North,Consumer
494,Customer_494,South,SMB
495,Customer_495,North,Consumer
496,Customer_496,East,Enterprise
497,Customer_497,East,Enterprise
498,Customer_498,West,Enterprise
499,Customer_499,North,SMB
500,Customer_500,West,Enterprise
